stop,type,population
"Bonstetten, Isenbach",Bus,0
"Stallikon, Dorf",Bus,0
"Bonstetten, Sunnenberg",Bus,0
"Wettswil a.A., Moosstrasse",Bus,0
"Hedingen, Güpf",Bus,0
"Bonstetten, Lätten",Bus,0
"Bonstetten, Dorfplatz",Bus,0
"Stallikon, Bleiki",Bus,0
"Stallikon, Langfuren",Bus,0
"Hedingen, Hausacker",Bus,0
"Islisberg, Dorf",Bus,0
"Islisberg, Räbacher",Bus,0
"Arni AG, Stockacker",Bus,0
"Arni AG, Dorf",Bus,0
"Aesch ZH, Heligenmattstrasse",Bus,0
"Oberlunkhofen, Waldegg",Bus,0
"Aesch ZH, Gemeindehaus",Bus,0
"Oberlunkhofen, Dorfplatz",Bus,0
"Oberlunkhofen, Oberdorf",Bus,0
"Jonen, Radmühle",Bus,0
"Unterlunkhofen, Gemeindehaus",Bus,0
"Oberlunkhofen, Kellerämterst.",Bus,0
"Oberlunkhofen, Post",Bus,0
"Jonen, Käppeli",Bus,0
"Rottenschwil, Hecht",Bus,0
"Unterlunkhofen, Breitenäcker",Bus,0
"Jonen, Post",Bus,0
"Jonen, Weingasse",Bus,0
"Ottenbach, Hinterdorf",Bus,0
"Ottenbach, Post",Bus,0
"Ottenbach, Engelwiese",Bus,0
"Ottenbach, Ulmenhof",Bus,0
"Ottenbach, Rigiblick",Bus,0
"Ottenbach, Geeren",Bus,0
"Zwillikon, Lochhof",Bus,0
"Zwillikon, Gemeindeplatz",Bus,0
"Zwillikon, Fehrenbach",Bus,0
"Affoltern a. A., Friedhof",Bus,0
"Affoltern a. A., Bahnhof",Bus,0
"Affoltern a. A., Kronenplatz",Bus,0
"Mettmenstetten, Rennweg",Bus,0
"Affoltern a.A., Moosbach",Bus,0
"Affoltern a. A., Lindenmoos",Bus,0
"Affoltern a. A., Blitzgbach",Bus,0
"Affoltern a. A., Bezirksspital",Bus,0
"Maschwanden, Dorf",Bus,0
"Mettmenstetten, Zentrum",Bus,0
"Mettmenstetten, Schulhaus",Bus,0
"Obfelden, Hirschen",Bus,0
"Obfelden, Bickwil",Bus,0
"Birmensdorf ZH, Aescherstrasse",Bus,0
"Birmensdorf ZH, Zentrum",Bus,0
"Birmensdorf ZH, Bahnhof Süd",Bus,0
"Birmensdorf ZH, Bahnhof",Bus,0
"Birmensdorf ZH, Weissenbrunnen",Bus,0
"Birmensdorf ZH, Altenberg",Bus,0
"Birmensdorf ZH, Untere Risi",Bus,0
"Birmensdorf ZH, Obere Risi",Bus,0
"Birmensdorf ZH, Landikon Bach",Bus,0
"Birmensdorf ZH, Landikon Dorf",Bus,0
"Oberwil-Lieli, Englisächer",Bus,0
"Uitikon, Schlössli",Bus,0
"Birmensdorf ZH, Sternen/WSL",Bus,0
"Muri AG, Bahnhof",Bus,0
"Muri AG, Kreisel",Bus,0
"Muri AG, Marktstrasse",Bus,0
"Muri AG, Egg",Bus,0
"Muri AG, Luzernstrasse",Bus,0
"Muri AG, Kreisspital",Bus,0
"Muri AG, Lindenberg",Bus,0
"Muri AG, Grindelstrasse",Bus,0
"Muri AG, Bachmatten-Schulhaus",Bus,0
"Muri AG, Industriestrasse",Bus,0
"Muri AG, Dorf",Bus,0
"Aristau, Birri",Bus,0
"Merenschwand, Unterrüti",Bus,0
"Aristau, Dorf",Bus,0
"Merenschwand, Hinterdorf",Bus,0
"Aristau, Althäusern",Bus,0
"Merenschwand, Zentrum",Bus,0
Mühlau,Bus,0
"Merenschwand, Unterdorf",Bus,0
"Merenschwand, Allmend Gut",Bus,0
"Rickenbach AG, Zürichstrasse",Bus,0
"Obfelden, Unterlunnern",Bus,0
"Obfelden, Gessnerstrasse",Bus,0
Rickenbach b. Ottenbach,Bus,0
"Maschwanden, Sagi",Bus,0
"Obfelden, alte Post",Bus,0
"Knonau, Uttenberg",Bus,0
"Obfelden, Bachstrasse",Bus,0
"Obfelden, Toussen",Bus,0
Murgenthal,Train,2875
Wynigen,Train,1985
Lotzwil,Train,2519
Hard-Mumenthal,Train,-1
Langenthal Industrie Nord,Train,-1
"Zufikon, Algier",Bus,0
"Zufikon, Emaus",Bus,0
"Zufikon, Haldenstrasse",Bus,0
"Bremgarten AG, Zelgli",Bus,0
"Zufikon, Volg",Bus,0
"Bremgarten AG, Obertorplatz",Bus,0
"Bremgarten AG, Zufikerstrasse",Bus,0
"Wohlen AG, Bahnhof",Bus,0
"Zufikon, Bachhalde",Bus,0
"Bremgarten AG, Elro",Bus,0
"Bremgarten AG, Waage",Bus,0
"Villmergen, Birkenweg",Bus,0
"Wohlen AG, Freiämterhof",Bus,0
"Wohlen AG, Migros",Bus,0
"Wohlen AG, Coop",Bus,0
"Rottenschwil, Seematten",Bus,0
"Rottenschwil, Kapelle",Bus,0
"Rottenschwil, Rebberg",Bus,0
"Rottenschwil, Abzw.",Bus,0
"Waldegg, Post",Bus,0
"Waldegg, Katholische Kirche",Bus,0
"Uitikon, Halde",Bus,0
"Uitikon, Dorf",Bus,0
"Waldegg, Birmensdorferstrasse",Bus,0
"Uitikon Waldegg, Bahnhof",Bus,0
"Ringlikon, Langwis",Bus,0
"Uitikon, Roracher",Bus,0
"Waldegg, Leuen",Bus,0
"Besenbüren, Dorf",Bus,0
"Besenbüren, Schulhaus",Bus,0
Bellinzona,Train,17986
Flüelen,Train,1979
Schwyz,Train,14588
Biasca,Train,6119
Steinen,Train,3325
Steinerberg,Train,900
Küssnacht am Rigi,Train,-1
Rothenthurm,Train,2361
Root D4,Train,4684
Klingnau,Train,3266
Koblenz,Train,1607
Waldshut,Train,-1
Koblenz Dorf,Train,-1
Tiengen (Hochrhein),Train,-1
Dogern (D),Train,-1
Lauchringen,Train,-1
Albbruck,Train,-1
Rietheim,Train,735
Lauchringen West,Train,-1
Erzingen (Baden),Train,-1
Griessen (Baden),Train,-1
Laufenburg (Baden) Ost,Train,-1
Bad Zurzach,Train,4089
Rekingen AG,Train,923
Mellikon,Train,254
Rümikon AG,Train,0
Oberkirch LU,Train,0
St. Erhard-Knutwil,Train,2129
Wauwil,Train,2104
Sempach-Neuenkirch,Train,10905
Walterswil-Striegel,Train,-1
Dagmersellen,Train,5240
"Glashütten, Kirche",Bus,0
"Murgenthal, Gadligen",Bus,0
"Murgenthal, Hohwart",Bus,0
"Murgenthal, Fahracker",Bus,0
"Murgenthal, Bahnhof",Bus,0
"Murgenthal, Post",Bus,0
"Murgenthal, Gemeindehaus",Bus,0
"Murgenthal, Moosmatt",Bus,0
"Murgenthal, Garage Rickli",Bus,0
"Rothrist, Hungerzelg",Bus,0
"Rothrist, Neue Industriestr.",Bus,0
"Rothrist, Oberwil",Bus,0
"Rothrist, Weier",Bus,0
"Rothrist, Brunnhalde",Bus,0
"Rothrist, Gemeindehaus",Bus,0
"Aarburg, Längacker",Bus,0
"Rothrist, Rössli",Bus,0
"Rothrist, Flecken",Bus,0
"Rothrist, Schwimmbad",Bus,0
"Rothrist, Gländ",Bus,0
"Oftringen, Lerchenfeld",Bus,0
"Zofingen, Industrie Brühl",Bus,0
"Zofingen, Bleiche",Bus,0
"Zofingen, Wässermattenweg",Bus,0
"Zofingen, Mühlewiese",Bus,0
"Strengelbach, Schürliweg",Bus,0
"Baden, Baregg",Bus,0
"Fislisbach, Sportanlage Esp",Bus,0
"Fislisbach, Alterszentrum",Bus,0
"Fislisbach, Monopol",Bus,0
"Fislisbach, Gemeindehaus",Bus,0
"Fislisbach, Post",Bus,0
"Fislisbach, Dorfstrasse",Bus,0
"Fislisbach, Niederrohrdorferst",Bus,0
"Fislisbach, Steinäcker",Bus,0
"Mellingen Heitersberg, Bahnhof",Bus,0
"Niederrohrdorf, Welschland",Bus,0
"Niederrohrdorf, Oberdorf",Bus,0
"Niederrohrdorf, Hiltimatt",Bus,0
"Niederrohrdorf, Vogelrüti",Bus,0
"Oberrohrdorf, Friedhof",Bus,0
"Niederrohrdorf, Fohrhölzli",Bus,0
"Oberrohrdorf, Staretschwil",Bus,0
"Oberrohrdorf, Brüggliacher",Bus,0
"Oberrohrdorf, Post",Bus,0
"Oberrohrdorf, Im Feld",Bus,0
"Remetschwil, Dorf",Bus,0
"Bellikon, Abzw. Hausen",Bus,0
"Remetschwil, Garage",Bus,0
"Widen, Imbismatt",Bus,0
"Widen, Dorf",Bus,0
"Berikon, Kirche",Bus,0
"Busslingen, Hüsler",Bus,0
"Busslingen, Stetterstrasse",Bus,0
"Stetten AG, Dörndler",Bus,0
"Stetten AG, Künterstrasse",Bus,0
"Künten, Post",Bus,0
"Stetten AG, Klosterfeld",Bus,0
"Stetten AG, Dorfplatz",Bus,0
"Künten, Gried",Bus,0
"Niederwil AG, Gnadenthal",Bus,0
"Stetten AG, Mellingerstrasse",Bus,0
"Eggenwil, Dorfplatz",Bus,0
"Berikon, Mattenhof",Bus,0
"Oberwil-Lieli, Oberwil Post",Bus,0
"Mellingen, Meierhofer",Bus,0
"Mellingen, Krone",Bus,0
"Baden, Rütihof Haberacher",Bus,0
"Baden, Rütihof Bohnacker",Bus,0
"Mellingen, Lindenplatz",Bus,0
"Niederwil AG, Post",Bus,0
"Nesselnbach, Mitteldorf",Bus,0
"Fischbach-Göslikon, Kirchenack",Bus,0
"Wohlen AG, Sonnezyt",Bus,0
"Nesselnbach, Unterdorf",Bus,0
"Fischbach-Göslikon, Reusstal",Bus,0
"Wohlen AG, Allmenweg",Bus,0
"Tägerig, Weidhof",Bus,0
"Tägerig, Dorfzentrum",Bus,0
"Tägerig, Grüt",Bus,0
"Mellingen, Gheid",Bus,0
"Mellingen, Friedhof",Bus,0
"Wohlenschwil, Mühlematten",Bus,0
"Mellingen, Geerig",Bus,0
"Mägenwil, Eckwil",Bus,0
"Wohlenschwil, Zentrum",Bus,0
"Büblikon, Rössli",Bus,0
"Büblikon, Reusstal",Bus,0
"Mellingen, Stetterstrasse",Bus,0
"Birrhard, Usserdorf",Bus,0
"Niederrohrdorf, Holzrüti",Bus,0
"Birrhard, Gemeindehaus",Bus,0
"Scherz, Dorfplatz",Bus,0
"Birr, Bahnhof",Bus,0
"Bremgarten AG, Fischbacherstr.",Bus,0
"Bremgarten AG, West",Bus,0
"Wohlen AG, Haldenschulen",Bus,0
"Bremgarten AG, Meyerhof",Bus,0
"Fischbach-Göslikon, Sternen",Bus,0
"Staffeln AG, Gass",Bus,0
"Hermetschwil, Kloster",Bus,0
"Wohlen AG, Bünzstrasse",Bus,0
"Wohlen AG, Manor",Bus,0
"Wohlen AG, obere Haldenstrasse",Bus,0
"Fischbach-Göslikon, Zentrum",Bus,0
"Mägenwil, Gewerbepark",Bus,0
"Mägenwil, Dorf",Bus,0
"Brunegg, Arena",Bus,0
"Othmarsingen, Bahnhof",Bus,0
"Mägenwil, Post",Bus,0
"Brunegg, Industriestrasse",Bus,0
"Mägenwil, Electrolux",Bus,0
"Othmarsingen, Rössli",Bus,0
"Othmarsingen, Bahnhofstrasse",Bus,0
"Mägenwil, Bahnhof",Bus,0
"Dättwil AG, Kantonsspital",Bus,0
"Baden, Rütihof Moosstrasse",Bus,0
"Birmenstorf AG, Chrüz",Bus,0
"Baden, Dättwil Dorf",Bus,0
"Villmergen, Feldblumenweg",Bus,0
"Villmergen, Bullenberg",Bus,0
"Wohlen AG, Kirchenplatz",Bus,0
"Wohlen AG, Postplatz",Bus,0
"Wohlen AG, Ringstrasse",Bus,0
"Wohlen AG, Bünzmattschulen",Bus,0
"Wohlen AG, Freihofweg",Bus,0
"Wohlen AG, Jurastrasse",Bus,0
"Wohlen AG, Gemeindehaus",Bus,0
"Wohlen AG, Industriestrasse",Bus,0
"Wohlen AG, Sportanlagen",Bus,0
"Wohlen AG, Litzibuech",Bus,0
"Wohlen AG, Allmend",Bus,0
"Wohlen AG, Nordstrasse",Bus,0
"Wohlen AG, Kapellmatt",Bus,0
"Wohlen AG, Schützenmatt",Bus,0
"Wohlen AG, Kantonsschule",Bus,0
"Wohlen AG, Rebbergstrasse",Bus,0
"Zufikon, Schulanlage",Bus,0
"Staffeln AG, Schulhaus",Bus,0
"Hermetschwil, alte Post",Bus,0
"Meisterschwanden, Schulhaus",Bus,0
"Meisterschwanden, Delphinweg",Bus,0
"Meisterschwanden, Post",Bus,0
"Tennwil, Strandbad",Bus,0
"Fahrwangen, Bahnhof",Bus,0
Tennwil,Bus,0
Bettwil,Bus,0
"Fahrwangen, Bärenplatz",Bus,0
"Fahrwangen, Spitzacker",Bus,0
"Sarmenstorf, Fahrwangerstrasse",Bus,0
"Hilfikon, Sandbüel",Bus,0
"Sarmenstorf, Schulhaus",Bus,0
"Sarmenstorf, Vorstadt",Bus,0
"Hilfikon, Dorf",Bus,0
"Sarmenstorf, Kirche",Bus,0
"Sarmenstorf, Altersheim",Bus,0
"Villmergen, Oberdorf",Bus,0
"Villmergen, Zentrum",Bus,0
"Villmergen, Wohlerstrasse",Bus,0
"Villmergen, Schulzentrum Hof",Bus,0
"Villmergen, Bündtenstrasse",Bus,0
"Wohlen AG, Rigistrasse",Bus,0
"Wohlen AG, Wehrlistrasse",Bus,0
"Wohlen AG, Turmstrasse",Bus,0
"Wohlen AG, Rösslimatt",Bus,0
"Wohlen AG, Freiämterstrasse",Bus,0
"Wohlen AG, Friedhof",Bus,0
"Waltenschwil, Maiächer",Bus,0
"Waltenschwil, Hofmatten",Bus,0
"Waltenschwil, Zentrum",Bus,0
"Waltenschwil, altes Schulhaus",Bus,0
"Waltenschwil, Hessel",Bus,0
"Waldhäusern AG, Burehof",Bus,0
"Bünzen, Freienhof",Bus,0
"Uezwil, Waage",Bus,0
"Uezwil, im Letten",Bus,0
"Büttikon AG, Oberdorf",Bus,0
"Büttikon AG, Brunnächer",Bus,0
"Büttikon AG, Brünishalden",Bus,0
"Büttikon AG, Rossweid",Bus,0
"Wohlen AG, Harzer",Bus,0
"Wohlen AG, Büttikerstrasse",Bus,0
"Wohlen AG, Brühlmattstrasse",Bus,0
"Wohlen AG, Brünismatt",Bus,0
"Wohlen AG, untere Farnbühlstr.",Bus,0
"Wohlen AG, Dammweg",Bus,0
"Wohlen AG, Gewerbering",Bus,0
"Wohlen AG, Altersheim Bifang",Bus,0
"Wohlen AG, Stegmatt",Bus,0
"Buttwil, Schule",Bus,0
"Buttwil, Handlung Bartlome",Bus,0
"Buttwil, Weinmatten",Bus,0
"Geltwil, Dorf",Bus,0
"Muri AG, im Roos",Bus,0
"Geltwil, Schulhaus",Bus,0
"Muri AG, Grüth",Bus,0
"Geltwil, Isenbergschwil",Bus,0
"Benzenschwil, Bahnhof",Bus,0
"Muri AG, Industriegebiet",Bus,0
"Beinwil (Freiamt), Unterdorf",Bus,0
"Wallenschwil, Weiler",Bus,0
"Rüstenschwil, Kreuzung",Bus,0
"Beinwil (Freiamt), Dorf",Bus,0
"Beinwil (Freiamt), Ab.Winters.",Bus,0
"Auw, Mitteldorf",Bus,0
"Brunnwil, Weiler",Bus,0
"Sins, Bachtal",Bus,0
"Auw, Oberdorf",Bus,0
"Auw, Unterdorf",Bus,0
"Hägglingen, Altersheim",Bus,0
"Hägglingen, Schulhaus",Bus,0
"Hägglingen, Huematten",Bus,0
"Hägglingen, Mitteldorf",Bus,0
"Hägglingen, Dottikerstrasse",Bus,0
"Hägglingen, Dorfmatten",Bus,0
"Dottikon, Sternenplatz",Bus,0
"Dottikon, Bergstrasse",Bus,0
"Dottikon, Alterswohnheim",Bus,0
"Dottikon, Gemeindehaus",Bus,0
"Dottikon, Lehmhof",Bus,0
"Dottikon, Chrischona",Bus,0
"Anglikon, Zentrum",Bus,0
"Wohlen AG, Rainmattstrasse",Bus,0
"Anglikon, Bursthalde",Bus,0
"Wohlen AG, Vogelsang",Bus,0
"Anglikon, Kesselackerstrasse",Bus,0
"Anglikon, Knobelstrasse",Bus,0
"Wohlen AG, Rigacker",Bus,0
"Villmergen, Unterzelg",Bus,0
"Dintikon, Schule",Bus,0
"Dintikon, Oberdorf",Bus,0
"Dintikon, Post",Bus,0
"Dintikon, Ammerswilerstrasse",Bus,0
"Dintikon, Dorfstrasse",Bus,0
"Ammerswil AG, Kirche",Bus,0
"Dottikon, Güterstrasse",Bus,0
"Dottikon-Dintikon, Bahnhof",Bus,0
"Sins, Bahnhof",Bus,0
"Hünenberg, Zollhaus",Bus,0
"Sins, Büel",Bus,0
"Sins, Küfermattstrasse",Bus,0
"Oberrüti, Dorf",Bus,0
"Hünenberg, Dorf",Bus,0
"Sins, Schulstrasse",Bus,0
"Sins, Sonnhalde",Bus,0
"Dietwil, Zubestrasse",Bus,0
"Sins, Schützenhaus",Bus,0
"Sins, Brand",Bus,0
"Aettenschwil, Post",Bus,0
"Abtwil AG, Post",Bus,0
"Aettenschwil, Oberdorf",Bus,0
"Fenkrieden, Linde",Bus,0
"Abtwil AG, Hofmatt",Bus,0
"Abtwil AG, Auwerstrasse",Bus,0
"Fenkrieden, Chüttig",Bus,0
"Fenkrieden, Dorf",Bus,0
"Fenkrieden, Kreuzstrasse",Bus,0
"Abtwil AG, Langegg",Bus,0
"Oberalikon, Egg",Bus,0
"Oberalikon, Tönihof",Bus,0
"Alikon, Oberalikon",Bus,0
"Auw, Altersheim",Bus,0
"Sins, Freudenberger Wegkreuz",Bus,0
"Sins, Freudenberg",Bus,0
"Dietwil, Kirchenplatz",Bus,0
"Inwil, Körbligen",Bus,0
"Dietwil, Wannenmatt",Bus,0
"Gisikon-Root, Bahnhof",Bus,0
"Root, Schlosshof",Bus,0
"Gisikon, Weitblick",Bus,0
"Root, Wilweg",Bus,0
"Honau, Hirschen",Bus,0
"Inwil, Nussbaum",Bus,0
"Berikon, Stalden",Bus,0
"Oberwil-Lieli, im Moos",Bus,0
"Oberwil-Lieli, Lieli Dorf",Bus,0
"Stallikon, Diebis",Bus,0
"Wettswil a.A., Heidenchilen",Bus,0
"Ennetbaden, Rütenen-Felmen",Bus,0
"Ehrendingen, Höhtal",Bus,0
"Ehrendingen, Breitwies",Bus,0
"Ehrendingen, Post",Bus,0
"Ehrendingen, Niedermatt",Bus,0
"Freienwil, Dorf",Bus,0
"Ehrendingen, Unterdorf",Bus,0
"Lengnau AG, Abzw. Husen",Bus,0
"Ehrendingen, Tiefenwaag",Bus,0
"Schneisingen, Murzlen",Bus,0
"Lengnau AG, Brücke",Bus,0
"Niederweningen, Bahnhof",Bus,0
"Schneisingen, Mitteldorf",Bus,0
"Lengnau AG, Unterlengnau",Bus,0
"Niederweningen, Dorf",Bus,0
"Endingen, Post",Bus,0
"Endingen, Schöntal",Bus,0
"Unterendingen, Dorf",Bus,0
"Endingen, Gemeindehaus",Bus,0
"Endingen, Israelit. Friedhof",Bus,0
"Tegerfelden, Kirche",Bus,0
"Würenlingen, Stumpen",Bus,0
"Lengnau AG, Gewerbegebiet",Bus,0
"Schneisingen, Oberdorf",Bus,0
"Schleinikon, Dachsleren",Bus,0
"Zurzacherberg, Passhöhe",Bus,0
"Bad Zurzach, Tierpark",Bus,0
"Bad Zurzach, Thermalbad",Bus,0
"Bad Zurzach, Promenade",Bus,0
"Bad Zurzach, Höfli",Bus,0
"Bad Zurzach, Feldblumenweg",Bus,0
"Bad Zurzach, Parkhotel",Bus,0
"Bad Zurzach, RehaClinic",Bus,0
"Bad Zurzach, Oberflecken",Bus,0
"Bad Zurzach, Salzstrasse",Bus,0
"Bad Zurzach, Zurzacher Hof",Bus,0
"Bad Zurzach, Tulpenweg",Bus,0
"Bad Zurzach, Seesteg",Bus,0
"Bad Zurzach, Rathaus",Bus,0
"Bad Zurzach, Triumph",Bus,0
"Bad Zurzach, Friedhof",Bus,0
"Bad Zurzach, Regibad",Bus,0
"Schneisingen, Kreuzhof",Bus,0
"Siglistorf, Oberdorf",Bus,0
"Siglistorf, Gemeindehaus",Bus,0
"Mellstorf, Dorf",Bus,0
"Wislikofen, Dorf",Bus,0
"Mellikon, Chessel",Bus,0
"Rümikon AG, Bahnhof",Bus,0
"Rümikon AG, Schulhaus",Bus,0
"Fisibach, Schulhaus",Bus,0
"Kaiserstuhl AG, Bahnhof",Bus,0
"Bachs, Milchhütte",Bus,0
"Weiach, Alter Bahnhof",Bus,0
"Bachs, Alt-Bachs",Bus,0
"Bachs, Neu-Bachs",Bus,0
"Weiach, Gemeindehaus",Bus,0
"Würenlingen, Kuhgässli",Bus,0
"Würenlingen, Breite-Lochacker",Bus,0
"Würenlingen, Post",Bus,0
"Würenlingen, Bachstrasse",Bus,0
"Würenlingen, Sonne",Bus,0
"Würenlingen, Bären",Bus,0
"Würenlingen, Altersheim",Bus,0
"Böttstein, Schloss",Bus,0
"Bad Zurzach, Turmhotel",Bus,0
"Bad Zurzach, Uf Raine",Bus,0
"Bad Zurzach, Schlüsselstrasse",Bus,0
"Bad Zurzach, Fliederweg",Bus,0
"Rekingen AG, Rainächer",Bus,0
"Bad Zurzach, Dachsweg",Bus,0
"Rekingen AG, Dorf",Bus,0
"Böbikon, Dorfplatz",Bus,0
"Böbikon, Schulhaus",Bus,0
"Baldingen, Unterdorf",Bus,0
"Baldingen, Mitteldorf",Bus,0
"Baldingen, Oberdorf",Bus,0
"Lauffohr, Sommerhaldenstrasse",Bus,0
"Lauffohr, Langmatt",Bus,0
"Windisch, Kunzareal",Bus,0
"Windisch, Kurve",Bus,0
"Windisch, Löwen",Bus,0
"Windisch, Dammstrasse",Bus,0
"Windisch, Reformierte Kirche",Bus,0
"Windisch, Dägerli",Bus,0
"Windisch, Kath. Kirche",Bus,0
"Birmenstorf AG, Heigelweg",Bus,0
"Birmenstorf AG, Gemeindehaus",Bus,0
"Mülligen, Löh",Bus,0
"Mülligen, Rösslimatte",Bus,0
"Mülligen, Stock",Bus,0
"Birrhard, Steibode",Bus,0
"Birrhard, Unterdorf",Bus,0
"Scherz, Rüchlig",Bus,0
"Lupfig, Frohsinn",Bus,0
"Birr, Wyden",Bus,0
"Habsburg, Dorfplatz",Bus,0
"Lupfig, Dorfstrasse",Bus,0
"Birr, Vorderdorf",Bus,0
"Windisch, Habsburgstrasse",Bus,0
"Windisch, Weiermatt",Bus,0
"Windisch, Garage Knecht",Bus,0
"Hausen AG, Turnhalle",Bus,0
"Hausen AG, Post",Bus,0
"Hausen AG, Stollen",Bus,0
"Lupfig, Seebli",Bus,0
"Lupfig, Bahnhof",Bus,0
"Lupfig, Trotte",Bus,0
"Birr, Kelmatt",Bus,0
"Brugg AG, Unterführung SBB",Bus,0
"Brugg AG, Obergrüt/Badi",Bus,0
"Brugg AG, Bodenackerstrasse",Bus,0
"Schinznach Bad, Aquarena",Bus,0
"Brugg AG, Wildischachen",Bus,0
"Brugg AG, Aare AG",Bus,0
"Schinznach Bad, Kurzentrum",Bus,0
Bubendorf,Train,4348
Sommerau,Train,-1
"Schinznach Dorf, Wallbach",Bus,0
"Schinznach Dorf, Weisse Trotte",Bus,0
"Schinznach Dorf, Baumschule",Bus,0
"Schinznach Dorf, Ausserdorf",Bus,0
"Schinznach Dorf, Post",Bus,0
"Schinznach Dorf, Gemeindehaus",Bus,0
"Schinznach Dorf, Oberdorf",Bus,0
"Schinznach Dorf, Steinachbr.",Bus,0
"Oberflachs, Mitteldorf",Bus,0
"Veltheim AG, Unterdorf",Bus,0
"Veltheim AG, Skin",Bus,0
"Oberflachs, Kasteln",Bus,0
"Veltheim AG, Bären",Bus,0
"Veltheim AG, Kirchgemeindehaus",Bus,0
"Thalheim AG, Unterdorf",Bus,0
"Thalheim AG, Post",Bus,0
"Thalheim AG, Dorfplatz",Bus,0
"Schinznach Bad, Steinbruch",Bus,0
"Veltheim AG, Vorerli",Bus,0
"Veltheim AG, Wildenstein",Bus,0
"Böttstein, Birch",Bus,0
"Veltheim AG, Au",Bus,0
"Wildegg, Bahnhof",Bus,0
"Auenstein, Steinbr. Jakobsberg",Bus,0
"Wildegg, Zentrum",Bus,0
"Auenstein, Fahr",Bus,0
"Möriken AG, Schloss Wildegg",Bus,0
"Auenstein, Kirche",Bus,0
"Auenstein, Gemeindehaus",Bus,0
"Auenstein, Hausacher",Bus,0
"Auenstein, Rütigasse",Bus,0
"Auenstein, Obermatt",Bus,0
"Auenstein, Eggen",Bus,0
"Auenstein, Wiweg",Bus,0
"Möriken AG, Oberäsch",Bus,0
"Möriken AG, Gemeindehaus",Bus,0
"Möriken AG, Steinler",Bus,0
"Möriken AG, Züriacker",Bus,0
"Niederlenz, Schürz",Bus,0
"Möriken AG, Bösenrain",Bus,0
"Niederlenz, Dorfplatz",Bus,0
"Niederlenz, Staufbergstrasse",Bus,0
"Niederlenz, Hetex",Bus,0
"Lenzburg, Traitafina",Bus,0
"Lenzburg, Autobahn-Viadukt",Bus,0
"Lenzburg, Volg",Bus,0
"Lenzburg, Hypiplatz",Bus,0
"Lenzburg, Angelrain",Bus,0
"Lenzburg, Kronenplatz",Bus,0
"Lenzburg, Friedweg",Bus,0
"Lenzburg, Bahnhof",Bus,0
"Lenzburg, Poststrasse",Bus,0
"Lenzburg, Mehrzweckhalle",Bus,0
"Lenzburg, Ziegeleiweg",Bus,0
"Lenzburg, Ringstrasse Nord",Bus,0
"Lenzburg, Augustin Kellerstr.",Bus,0
"Lenzburg, Schule Lenzhard",Bus,0
"Seon, Post/Bahnhof",Bus,0
"Lenzburg, Berufsschule",Bus,0
"Staufen, Beyeler",Bus,0
"Seon, Birren Süd",Bus,0
"Lenzburg, Beyeler",Bus,0
"Lenzburg, Langsamstig",Bus,0
"Lenzburg, Zeughaus",Bus,0
"Seon, Frohsinn",Bus,0
"Seon, Unterdorf",Bus,0
"Egliswil, Waageplatz",Bus,0
"Lenzburg, Neuhofstrasse",Bus,0
"Lenzburg, Schloss",Bus,0
"Brunegg, Gemeindehaus",Bus,0
"Staufen, Lindenplatz",Bus,0
"Seon, Birren Nord",Bus,0
"Lenzburg, Bachstrasse",Bus,0
"Schafisheim, Milchgasse",Bus,0
"Seon, Hallenbad",Bus,0
"Egliswil, Industrie",Bus,0
"Egliswil, Zopf",Bus,0
"Schafisheim, Gemeindehaus",Bus,0
"Staufen, Chrüzweg",Bus,0
"Schafisheim, Ausserdorf",Bus,0
"Schafisheim, Talhard",Bus,0
"Lenzburg, General Herzog-Str.",Bus,0
"Lenzburg, Fünflinden",Bus,0
"Schafisheim, Jumbo",Bus,0
"Seengen, Feldgarage",Bus,0
"Seengen, Poststrasse",Bus,0
"Seengen, Rotes Haus",Bus,0
"Seengen, Schloss Hallwyl",Bus,0
"Seengen, Brestenberg",Bus,0
"Boniswil, Eichholz",Bus,0
"Lenzburg, Dufourstrasse",Bus,0
"Schafisheim, Coop",Bus,0
"Othmarsingen, Militärbetriebe",Bus,0
"Othmarsingen, Högern",Bus,0
"Lenzburg, Fünfweiher",Bus,0
"Ammerswil AG, Rebrain",Bus,0
"Ammerswil AG, Dorfplatz",Bus,0
"Rupperswil, Bahnhof",Bus,0
"Rupperswil, Haldenweg",Bus,0
"Hunzenschwil, Unterdorf",Bus,0
"Hunzenschwil, Birkenweg",Bus,0
"Hunzenschwil, Weiherweg",Bus,0
"Hunzenschwil, Korbacher",Bus,0
"Hunzenschwil, Oberdorf",Bus,0
"Hunzenschwil, Gemeindehaus",Bus,0
"Boniswil, Alte Schmiede",Bus,0
"Boniswil, Bahnhof",Bus,0
"Leutwil, Boniswilerstrasse",Bus,0
"Leutwil, Post",Bus,0
"Leutwil, Zopf",Bus,0
"Dürrenäsch, Wolfacker",Bus,0
"Dürrenäsch, Ausserdorf",Bus,0
"Dürrenäsch, Dorf",Bus,0
"Dürrenäsch, Unterdorf",Bus,0
"Dürrenäsch, Brunnen",Bus,0
"Teufenthal AG, Moos",Bus,0
"Teufenthal AG, Oberdorf",Bus,0
"Teufenthal AG, Schulhaus",Bus,0
"Teufenthal AG, Bahnhof",Bus,0
"Beinwil am See, Bahnhof",Bus,0
