,stop,type
14617,"Trient, Le Plan",Bus
14618,Tête-Noire,Bus
14619,"Ravoire, Le Feylet",Bus
14620,"Ravoire, hôtel",Bus
14621,"Ravoire, colonie",Bus
14622,"Martigny-Combe,Pied-du-Château",Bus
14623,"Chemin, contour du Botzaz",Bus
14624,"Chemin, Trois Limites",Bus
14625,Chemin-Dessus,Bus
14626,"Chemin, Les Frênes",Bus
14627,"Chemin, sommet village",Bus
14628,"Chemin, Chez-Larzes",Bus
14629,Col-des-Planches,Bus
14630,"Vernayaz, gare",Bus
14631,"Vernayaz, village",Bus
14632,"Martigny, Rosel-Les Iles",Bus
14633,"Martigny, Ottan",Bus
14634,"Martigny, Praille",Bus
14635,"Salvan, Le Carre",Bus
14636,"La Médettaz, camping",Bus
14637,"Les Marécottes, gare",Bus
14638,"Le Trétien, entrée du village",Bus
14639,"Les Marécottes, télécabine",Bus
14640,"Les Granges (Salvan), bif.",Bus
14641,"Van-d'en-Haut, camping",Bus
14642,Lac d'Emosson,Bus
14643,"Finhaut, Le Pas",Bus
14644,"Finhaut, Corbes",Bus
14645,"Finhaut, La Léchère",Bus
14646,"Finhaut, Les Fontaines",Bus
14647,"Finhaut, Le Léamon",Bus
14648,"Finhaut, gare",Bus
14649,"Vollèges, poste",Bus
14650,Cries,Bus
14651,Levron,Bus
14652,"Verbier, station poste",Bus
14653,"Verbier, Pra Michau",Bus
14654,"Verbier, Crettaz Cô",Bus
14655,"Verbier, fromagerie",Bus
14656,Médières,Bus
14657,"Verbier, Les Colonnes",Bus
14658,"Le Châble VS, Le Tarpin",Bus
14659,Fontenelle,Bus
14660,"Le Châble VS,Fontenelle-Dessou",Bus
14661,Cotterg-d'en-Haut,Bus
14662,"Cotterg, village",Bus
14663,"Le Châble VS, gare",Bus
14664,"Le Châble VS, place communale",Bus
14665,"Le Châble VS, Montagnier",Bus
14666,"Le Châble VS, Le Sapey",Bus
14667,Martinet,Bus
14668,"Bruson, télésiège",Bus
14669,La Côt,Bus
14670,"Bruson, village",Bus
14671,Moay,Bus
14672,"Le Châble VS, La Condemine",Bus
14673,"Versegères, Le Liappey",Bus
14674,"Versegères, Les Matteys",Bus
14675,"Versegères, village",Bus
14676,"Versegères, La Montoz",Bus
14677,Champsec,Bus
14678,"Versegères, Fregnoley",Bus
14679,"Lourtier, Les Epeneys",Bus
14680,"Lourtier, village",Bus
14681,Sarreyer,Bus
14682,"Lourtier, Lourtier-d'en-Haut",Bus
14683,Plamproz,Bus
14684,"Lourtier, La Barmasse",Bus
14685,"Lourtier, Le Mayen-du-Revers",Bus
14686,Fionnay,Bus
14687,"Lourtier, Brecholey",Bus
14688,Bonatchiesse,Bus
14689,Mauvoisin,Bus
14690,"Lourtier, Pont de Mauvoisin",Bus
14691,"Champex, télé",Bus
14692,"Champex, d'en-Haut",Bus
14693,"Champex, Lac",Bus
14694,"Champex, d'en-Bas",Bus
14695,"Champex, Le Signal",Bus
14696,"Champex, piscine",Bus
14697,"Orsières, Chez-les-Reuses",Bus
14698,"Orsières, Biolley",Bus
14699,"Orsières, Prassurny",Bus
14700,Issert,Bus
14701,"Issert, Les Arlaches",Bus
14702,Praz-de-Fort,Bus
14703,"Praz-de-Fort, Le Revers",Bus
14704,"Praz-de-Fort, Chalet Bérard",Bus
14705,"Praz-de-Fort, Branche d'en-Bas",Bus
14706,"Praz-de-Fort, Branche en-Haut",Bus
14707,Prayon,Bus
14708,La Seiloz,Bus
14709,"La Seiloz, L'Amônaz",Bus
14710,La Fouly VS,Bus
14711,Le Clou/Les Granges,Bus
14712,Ferret,Bus
14713,Commeire,Bus
14714,"Brig, Biela",Bus
14715,"Brig, Biela Mitte",Bus
14716,"Brig, untere Bielastrasse",Bus
14717,"Brig, Termerweg",Bus
14718,"Brig, Kollegium",Bus
14719,"Brig, Haus Schönstatt",Bus
14720,"Brig, Riedbach",Bus
14721,"Brig, Bachji",Bus
14722,"Ried-Brig, Lingwurm",Bus
14723,"Glis, Tolaweg",Bus
14724,"Glis, Zenhäusern",Bus
14725,"Leytron, anc. poste",Bus
14726,"Leytron, Sommet du Village",Bus
14727,"Saillon, St-Laurent",Bus
14728,"Leytron, Union",Bus
14729,"Leytron, caves Provins",Bus
14730,"Chamoson, Palud",Bus
14731,"Saillon, le Canal",Bus
14732,"Produit, bif.",Bus
14733,"Riddes, gare",Bus
14734,"Saillon, les Bains",Bus
14735,"Saillon, Collombeyres",Bus
14736,"Saillon, les Moilles",Bus
14737,La Sarvaz,Bus
14738,"Saxon, Rue de Gottefrey",Bus
14739,"Fully, Le Chenil",Bus
14740,"Saxon, Route du Léman",Bus
14741,Grand-Blettay,Bus
14742,Mazembroz,Bus
14743,"Saxé, Café des Amis",Bus
14744,"Fully, poste",Bus
14745,"Saxé, garage Gay",Bus
14746,"Fully, Creppier",Bus
14747,"Fully, Stade de Charnot",Bus
14748,Châtaignier,Bus
14749,"Fully, Verdan",Bus
14750,"Fully, La Forêt",Bus
14751,"Fully, Pont de la Louye",Bus
14752,"Fully, Le Carroz",Bus
14753,"Fully, Londzet",Bus
14754,"Branson, La Colombière",Bus
14755,"Branson, village",Bus
14756,"Branson, Pont du Rhône",Bus
14757,"Vétroz, Champs-y-Zou",Bus
14758,"Vétroz, le Home",Bus
14759,"Vétroz, poste",Bus
14760,"Vétroz, La Millière",Bus
14761,Magnot,Bus
14762,Ballavaud,Bus
14763,"Ardon, poste",Bus
14764,"Ardon, Arnica",Bus
14765,"Chamoson, Pierre-Olivier",Bus
14766,"Chamoson, cimetière",Bus
14767,"Chamoson, poste",Bus
14768,"Chamoson, La Tour",Bus
14769,"Chamoson, église",Bus
14770,"Chamoson, Tsavez",Bus
14771,Grugnay,Bus
14772,"Chamoson, Plantys",Bus
14773,"St-Pierre-de-Clages, école",Bus
14774,"Grugnay, bif.",Bus
14775,"Mayens-de-Chamoson, Ravoire",Bus
14776,"Vérines, Pré du Mayen",Bus
14777,"Vérines, Camping",Bus
14778,"Mayens-de-Chamoson, Berze",Bus
14779,"La Tzoumaz, Rosselin (bif.)",Bus
14780,"Isérables, téléphérique",Bus
14781,Montagnon,Bus
14782,"Les Places, bif.",Bus
14783,Dugny,Bus
14784,"Leytron, Haut de Dugny",Bus
14785,"Leytron, Pré d'Enclon",Bus
14786,"Morthey, Préplan",Bus
14787,"Morthey, En Rion",Bus
14788,"Morthey, Pont-de-Pierre",Bus
14789,"Morthey, centre",Bus
14790,"Ovronnaz, Centre therm. Melley",Bus
14791,"Ovronnaz, Transformateur",Bus
14792,"Ovronnaz, croisée du centre",Bus
14793,"Ovronnaz, poste",Bus
14794,"Ovronnaz, Chevaley",Bus
14795,"Ovronnaz, Plein soleil",Bus
14796,"Mayens-de-Chamoson, Chapelle",Bus
14797,"Mayens-de-Chamoson,Prili-Plane",Bus
14798,"Chamoson, gare",Bus
14799,"St-Pierre-de-Clages, église",Bus
14800,"Vérines, Tsavedonde",Bus
14801,"Mayens-de-Chamoson, Prili",Bus
14802,"Daillon, la Chapelle",Bus
14803,"Daillon, la Vella",Bus
14804,"Daillon, Ferme Coppex",Bus
14805,"Premploz, Saladin",Bus
14806,"Premploz, village",Bus
14807,"Erde, poste",Bus
14808,"Erde, La Touaide",Bus
14809,"Aven, Le Creux-d'Ortcheu",Bus
14810,"Aven, village",Bus
14811,"Aven, Pré",Bus
14812,"Aven, pl. St-Bernard",Bus
14813,"Aven, Maduc",Bus
14814,Derborence,Bus
14815,Godey,Bus
14816,"Aven, Lac Bleu",Bus
14817,"Aven, Motélon",Bus
14818,"Aven, Courtenaz",Bus
14819,"Aven, Le Brésil",Bus
14820,"Arbaz, bif. Blignoud",Bus
14821,"Arbaz, Onna",Bus
14822,"Arbaz, poste",Bus
14823,"Arbaz, Planèje",Bus
14824,"Arbaz, Prozerbou",Bus
14825,"Arbaz, Barra",Bus
14826,"Arbaz, café du Lac",Bus
14827,"Arbaz, Pré-du-Loup",Bus
14828,"Anzère, poste",Bus
14829,"Anzère, télécabine",Bus
14830,"Anzère, village sud",Bus
14831,"Anzère, Pralan",Bus
14832,Mayens-de-la-Zour,Bus
14833,"Savièse, Clochemorat",Bus
14834,"Tripon, bisse du Torrent-Neuf",Bus
14835,Coppet (Conthey),Bus
14836,Plan-Cernet,Bus
14837,Grand-Zour,Bus
14838,"Savièse, Roua",Bus
14839,"Savièse, Vouagno",Bus
14840,"Savièse, Dilogne",Bus
14841,"Savièse, Visse",Bus
14842,"Savièse, Sur-le-Scex",Bus
14843,"Savièse, Plan-d'Agy",Bus
14844,Dorbagnon,Bus
14845,"Sanetsch, hôtel",Bus
14846,"Savièse, Tsanfleuron",Bus
14847,Col-du-Sanetsch,Bus
14848,"Savièse, Senin",Bus
14849,"Sanetsch, barrage",Bus
14850,Botyre,Bus
14851,"Ayent, Le Creux",Bus
14852,"Ayent, Blignoud",Bus
14853,"Ayent, la Croisée",Bus
14854,"Ayent, bif. Villaz",Bus
14855,"Ayent, Corbarare",Bus
14856,"Ayent, Les Râches",Bus
14857,"Blignou (Ayent), Promanson",Bus
14858,St-Romain (Ayent),Bus
14859,"Ayent, La Place",Bus
14860,"Ayent, bif. Botyrette",Bus
14861,Luc (Ayent),Bus
14862,"Ayent, Fortunoz",Bus
14863,"Ayent, Saxonne",Bus
14864,"Ayent, Les Giettes",Bus
14865,Les Flans,Bus
14866,"Ayent, Uttignou",Bus
14867,"Ayent, Bisse d'Ayent",Bus
14868,Chamossaire VS,Bus
14869,"Ayent, Torrent-Croix",Bus
14870,"Ayent, Le Samarin-Eheley",Bus
14871,"Ayent, Le Fief",Bus
14872,"Anzère, Pra Combère",Bus
14873,"Ayent, Les Rousses",Bus
14874,"Rawil, barrage",Bus
14875,"Icogne, Prasserin",Bus
14876,"Icogne, poste",Bus
14877,"Icogne, Les Vernasses",Bus
14878,"Lens, Lyron-Biollaz",Bus
14879,"Lens, poste",Bus
14880,"Lens, Fondation Pierre Arnaud",Bus
14881,"Lens, Le Bouille",Bus
14882,"Lens, bif.",Bus
14883,"Chermignon, Diogne",Bus
14884,"Lens, Les Rosiers",Bus
14885,"Flanthey, Chelin",Bus
14886,"Chermignon, d'en Haut",Bus
14887,"Chermignon, d'en Bas",Bus
14888,"Lens, La Trionnaz",Bus
14889,"Crans-s.-S., La Delége",Bus
14890,"Crans-s.-S., Pirraparc",Bus
14891,"Crans-s.-S., Essampilles",Bus
14892,"Crans-s.-S., Zier-Régent",Bus
14893,"Crans-s.-S., Les Ehripis",Bus
14894,"Crans-s.-S., Le Pas de l'Ours",Bus
14895,"Crans-s.-S., Maroz",Bus
14896,"Crans-s.-S., Sport Club",Bus
14897,"Crans-s.-S., poste",Bus
14898,"Crans-s.-S., Devins",Bus
14899,"Crans-s.-S., téléphérique",Bus
14900,"Crans-s.-S., Dent-Blanche",Bus
14901,"Montana, poste",Bus
14902,"Montana, Forum d'Ycoor",Bus
14903,"Montana, Pavillon",Bus
14904,"Crans-s.-S., Grand-Place",Bus
14905,"Crans-s.-S., Scandia",Bus
14906,"Ayent, Les Frisses",Bus
14907,Argnoud,Bus
14908,"Basse-Nendaz, village",Bus
14909,"Basse-Nendaz, Le Jaheux",Bus
14910,"Beuson (Nendaz), village",Bus
14911,"Fey (Nendaz), Crevey",Bus
14912,Condémines,Bus
14913,"Basse-Nendaz, La Poya",Bus
14914,"Brignon (Nendaz), Château",Bus
14915,"Fey (Nendaz), village",Bus
14916,"Fey (Nendaz), Les Tsejas",Bus
14917,"Fey (Nendaz), Le Dinto",Bus
14918,"Fey (Nendaz), Moralla",Bus
14919,"Fey (Nendaz), Les Bans",Bus
14920,"Aproz, bif. Bieudron",Bus
14921,"Haute-Nendaz, télécabine",Bus
14922,"Haute-Nendaz, bif.Le Déserteur",Bus
14923,"Haute-Nendaz, station/poste",Bus
14924,"Haute-Nendaz, bif. Pattier",Bus
14925,"Haute-Nendaz, La Crettaz",Bus
14926,"Haute-Nendaz, Chalet Dardel",Bus
14927,"Haute-Nendaz, église",Bus
14928,"Sornard (Nendaz), Iggier",Bus
14929,"Sornard (Nendaz), Le Mihi",Bus
14930,"Sornard (Nendaz), village",Bus
14931,"Basse-Nendaz, Bouillet",Bus
14932,"Basse-Nendaz, Saclentz",Bus
14933,"Beuson (Nendaz), bif.Veysonnaz",Bus
14934,Siviez (Super-Nendaz),Bus
14935,"Haute-Nendaz, bif. Planchouet",Bus
14936,Lavanthier,Bus
14937,"Haute-Nendaz, Chapelle-Bleusy",Bus
14938,"Les Collons, Office Tourisme",Bus
14939,"Les Collons, Trabanta",Bus
14940,Thyon 2000,Bus
14941,"Les Masses, Darbelenne",Bus
14942,"Les Masses, La Brecca",Bus
14943,"Les Masses, Chémô",Bus
14944,"Les Masses, télésiège",Bus
14945,"Les Masses, centre",Bus
14946,"Les Masses, Ferme Pédagogique",Bus
14947,Hérémence,Bus
14948,Prolin,Bus
14949,Mâche,Bus
14950,Prapperot,Bus
14951,Léteygeon,Bus
14952,"Dixence, Le Chargeur",Bus
14953,Méribé,Bus
14954,"Pralong, (Val d'Hérémence)",Bus
14955,"Euseigne, Les Grangettes",Bus
14956,"Euseigne, la Combaz",Bus
14957,"Euseigne, Pont de Sauterot",Bus
14958,"Euseigne, Pyramides d'Euseigne",Bus
14959,"Euseigne, village",Bus
14960,"Euseigne, bif. Mâche",Bus
14961,La Luette,Bus
14962,"Euseigne, Ritzé",Bus
14963,"Praz-Jean VS, village",Bus
14964,"St-Martin VS, Liez",Bus
14965,"Praz-Jean VS, Stand Mourty",Bus
14966,"Evolène, La Villettaz",Bus
14967,"St-Martin VS, église",Bus
14968,"Evolène, Planchet",Bus
14969,"Evolène, Les Flantzes",Bus
14970,"Evolène, Village",Bus
14971,"Evolène, Route de Lannaz",Bus
14972,"Evolène, La Fauchère",Bus
14973,La Tour,Bus
14974,"Les Haudères, Molignon",Bus
14975,"Les Haudères, Praz do Lauc",Bus
14976,"Les Haudères, poste",Bus
14977,"La Sage, Plan de Boë",Bus
14978,"Les Haudères, Pralovin",Bus
14979,"La Sage, Taillau",Bus
14980,"Les Haudères, Farquèses",Bus
14981,"Arolla, poste",Bus
14982,"Arolla, Magine",Bus
14983,"Arolla, Mt-Collon",Bus
14984,"Arolla, La Monta",Bus
14985,"Arolla, Pramousse",Bus
14986,"Arolla, Satarma",Bus
14987,"Arolla, La Gouille",Bus
14988,"Les Haudères, Les Juttes",Bus
14989,"Les Haudères, La Coutaz",Bus
14990,"La Sage, village",Bus
14991,"La Sage, Col-de-la-Forclaz",Bus
14992,"La Sage, Plan de la Sage",Bus
14993,La Forclaz VS,Bus
14994,"La Sage, Borza",Bus
14995,"La Sage, Villaz",Bus
14996,"La Sage, Sépey",Bus
14997,"La Sage, Prafleuri",Bus
14998,Ferpècle,Bus
14999,Fontany,Bus
15000,"Vernamiège, bif.",Bus
15001,"Nax, poste",Bus
15002,"Vernamiège, Les Prixes",Bus
15003,"Nax, piscine",Bus
15004,"Vernamiège, Fond-Ville",Bus
15005,"Nax, La Crettaz",Bus
15006,"Nax, Espace Mont-Noble",Bus
15007,"Mase, Les Terresses",Bus
15008,"St-Martin VS, poste",Bus
15009,"St-Martin VS, centre",Bus
15010,"Suen, Sud",Bus
15011,"Suen, centre",Bus
15012,"Trogne, centre",Bus
15013,"Trogne, d'Enhaut",Bus
15014,"Suen, Les Grands Praz",Bus
15015,"Mase, La Fougère",Bus
15016,"Mase, village",Bus
15017,"Mase, église",Bus
15018,"Eison, La Crettaz",Bus
15019,"Eison, Proveric",Bus
15020,"Eison, village",Bus
15021,"Eison, Felliny",Bus
15022,"Vernamiège, village",Bus
15023,"Nax, La Scie",Bus
15024,"Mayens-de-Nax, télésiège",Bus
15025,"Isérables, Auddes",Bus
15026,"Riddes, Les Combes",Bus
15027,"Isérables, église",Bus
15028,"Isérables, parc",Bus
15029,"Isérables, Les Chenevieres",Bus
15030,"La Tzoumaz, Le Home",Bus
15031,"La Tzoumaz, Villy",Bus
15032,"La Tzoumaz, Som de Proz",Bus
15033,"La Tzoumaz, Le Belochet",Bus
15034,"La Tzoumaz, Larzine",Bus
15035,"La Tzoumaz, Les Crus",Bus
15036,"La Tzoumaz, Place de l'Ours",Bus
15037,"La Tzoumaz, centre",Bus
15038,"La Tzoumaz, télécabine",Bus
15039,"Uvrier, Diva",Bus
15040,"Uvrier, sud",Bus
15041,"Grône, poste",Bus
15042,"St-Léonard, centre",Bus
15043,"Uvrier, Lienne",Bus
15044,"Grône, écoles",Bus
15045,Itravers,Bus
15046,Loye,Bus
15047,"St-Léonard, Le Lac",Bus
15048,"Uvrier, Le Pont",Bus
15049,"Noës, Ecole",Bus
15050,"Sierre, Plantassage",Bus
15051,"Noës, Champsabé",Bus
15052,"Sierre, Potence",Bus
15053,"Sierre, Ehâla",Bus
15054,"Sierre, Rossfeld",Bus
15055,"Sierre, Les Tours",Bus
15056,"Sierre, Glariers",Bus
15057,"Sierre, Bonne Eau",Bus
15058,"Sierre, Liddes",Bus
15059,"Sierre, Beaulieu",Bus
15060,"Sierre, Beau-Site",Bus
15061,"Sierre, Ste-Croix",Bus
15062,"Sierre, poste/gare",Bus
15063,"Sierre, Hôtel de Ville - CFF",Bus
15064,"Sierre, Sainte-Croix",Bus
15065,"Sierre, Home Beaulieu",Bus
15066,"Sierre, Orzival",Bus
15067,"Sierre, Le Bourgeois",Bus
15068,"Sierre, Hôpital",Bus
15069,"Sierre, Chemin des Pins",Bus
15070,"Sierre, Le Bourgeois Nord",Bus
15071,"Sierre, Placette",Bus
15072,"Chippis, poste",Bus
15073,"Veyras, Pontet",Bus
15074,"Sierre, Borsuat",Bus
15075,"Sierre, Maison Rouge",Bus
15076,"Sierre, Notre-Dame-de-Lourdes",Bus
15077,"Sierre, Riondaz",Bus
15078,"Sierre, Glarey",Bus
15079,"Sierre, Pilette",Bus
15080,"Sierre, Stand",Bus
15081,"Sierre, Piscine Guillamo",Bus
15082,"Sierre, Roussier",Bus
15083,"Sierre, Ile Falcon",Bus
15084,"Sierre, Maison Rose",Bus
15085,"Veyras, Fontanettes",Bus
15086,"Sierre, Longs-Prés",Bus
15087,"Loc, bif.",Bus
15088,"Sierre, Tservetta",Bus
15089,"Sierre, Muraz Riondaz",Bus
15090,"Sierre, Muraz Ecole",Bus
15091,"Sierre, Muraz Funi",Bus
15092,"Corin-de-la-Crête, village",Bus
15093,Loc,Bus
15094,"Sierre, Techno-Pôle",Bus
15095,"Sierre, Sous-Géronde",Bus
15096,"Sierre, Oasis",Bus
15097,"Sierre, Petit Lac",Bus
15098,"Salgesch, Swiss-Plage",Bus
15099,"Sierre, Plantzette Clinique",Bus
15100,"Sierre, Itagne",Bus
15101,"Sierre, Parc de Finges",Bus
15102,"Sierre, TechnoArk",Bus
15103,"Salgesch, Bahnhof",Bus
15104,"Sierre, Devin",Bus
15105,"Sierre, Bois-de-Finges",Bus
15106,"Chalais, téléphérique",Bus
15107,"Noës, village",Bus
15108,"Chippis, Eaux-Vives",Bus
15109,"Chippis, maison bourgeoisiale",Bus
15110,"Veyras, Muzot",Bus
15111,"Venthône, Anchettes",Bus
15112,"Venthône, village",Bus
15113,"Chalais, poste",Bus
15114,"Chalais, Les Zittes",Bus
15115,"Granges VS, Grand Canal",Bus
15116,"Réchy, centre",Bus
15117,"Brie, Chalais",Bus
15118,"Chalais, Les Noyers",Bus
15119,"Granges VS, Crêtelongue",Bus
15120,"Brie, bif. Chippis",Bus
15121,"Réchy, village",Bus
15122,"Granges VS, Pissiour",Bus
15123,"Lens, Vaas-d'en-Bas",Bus
15124,"Erdesson, bif.",Bus
15125,"Montana, Barzettes",Bus
15126,"Montana, Violettes",Bus
15127,"Montana, Clairière",Bus
15128,"Montana, Clinique Lucernoise",Bus
15129,"Montana, Etoile",Bus
15130,"Montana, Plumachit",Bus
15131,Aminona,Bus
15132,"Montana, gare",Bus
15133,"Montana, Comba",Bus
15134,"Montana, Pradouvan",Bus
15135,"Montana, Albert I",Bus
15136,"Montana, Primeroses",Bus
15137,Les Briesses,Bus
15138,"Montana, Grand Signal",Bus
15139,"Montana, Centre Moubra",Bus
15140,"Crans-s.-S., bif.Route du Golf",Bus
15141,"Montana, bif. Centre Valaisan",Bus
15142,"Montana, Centre Valaisan",Bus
15143,"Montana, Rèsidence Forêt",Bus
15144,"Crans-s.-S., Sporting",Bus
15145,"Crans-s.-S., Etang Long",Bus
15146,"Crans-s.-S., Vernaziet",Bus
15147,"Crans-s.-S., Pirazilina",Bus
15148,"Crans-s.-S., Rive du Golf",Bus
15149,"Crans-s.-S., Crans Forest",Bus
15150,"Montana, Maison Général Guisan",Bus
15151,"Montana, village",Bus
15152,"Chermignon, Maze",Bus
15153,"Ollon VS, bif. Valençon",Bus
15154,"Ollon VS, village",Bus
15155,"Ollon VS, bif.",Bus
15156,"Corin-de-la-Crête, Corinna",Bus
15157,"Veyras, Signèse",Bus
15158,"Miège, église",Bus
15159,"Venthône, Rétana",Bus
15160,"Miège, Les Vergers",Bus
15161,"Mollens VS, Panorama",Bus
15162,"Mollens VS, St-Maurice-Laques",Bus
15163,Mollens VS,Bus
15164,"Mollens VS, bif. Aminona",Bus
15165,"Randogne, La Côte",Bus
15166,"Randogne, village",Bus
15167,"Randogne, centre scolaire",Bus
15168,"Bluche, village",Bus
15169,"Flanthey, poste",Bus
15170,"Flanthey, rte de Valençon",Bus
15171,"Lens, Oasis",Bus
15172,"Montana, Vermala Soleil",Bus
15173,"Montana, Vermala Centre",Bus
15174,"Montana, Vermala Cervin",Bus
15175,"Montana, Lac Moubra",Bus
15176,"Montana, Sur Moubra",Bus
15177,"Crans-s.-S., Plans Mayens",Bus
15178,"Vercorin, poste",Bus
15179,Vercorin TVCM,Bus
15180,"Vercorin, Vallon de Crouja",Bus
15181,"Vissoie, poste",Bus
15182,Mayoux,Bus
15183,Fang,Bus
15184,"Vissoie, Les Morands",Bus
15185,"Vissoie, les Rotzecs",Bus
15186,"Vissoie, Mayoux-Frasses",Bus
15187,"St-Jean VS, village",Bus
15188,"Vissoie, Les Barmes",Bus
15189,"Ayer, Cuimey",Bus
15190,"St-Luc, Chemin des Caïds",Bus
15191,Les Pontis,Bus
15192,"Niouc, Les Saints Innocents",Bus
15193,"Niouc, village",Bus
15194,"Sierre, Sentier de Chippis",Bus
15195,"Vissoie, Pinsec-village",Bus
15196,"Grimentz, Les Fioz",Bus
15197,"Grimentz, les Aires",Bus
15198,"Grimentz, Roua",Bus
15199,"Grimentz, Carovilla",Bus
15200,"Grimentz, poste",Bus
15201,"Ayer, Les Morasses",Bus
15202,"Grimentz, télécabine",Bus
15203,Mottec,Bus
15204,"Ayer, Les Grands Praz",Bus
15205,"Grimentz, Le Boccard",Bus
15206,"Grimentz, Morette",Bus
15207,"Moiry VS, barrage",Bus
15208,"Moiry VS, glacier",Bus
15209,"Grimentz, Torrent",Bus
15210,"Zinal, village de vacances",Bus
15211,"Zinal, poste",Bus
15212,"Zinal, Le Bouillet",Bus
15213,"Zinal, Pralong",Bus
15214,"Ayer, anc. poste",Bus
15215,"Ayer, Prarrayer",Bus
15216,"Ayer, Blanche Pierre",Bus
15217,"Ayer, Val d'Uccle",Bus
15218,Mission,Bus
15219,"Chandolin, poste",Bus
15220,"Chandolin, Les Litettes",Bus
15221,"Chandolin, télésiège",Bus
15222,"St-Luc, La Forêt",Bus
15223,"St-Luc, Tsampetros",Bus
15224,"St-Luc, Bella Tola",Bus
15225,"St-Luc, poste",Bus
15226,"St-Luc, Beausite",Bus
15227,"St-Luc, Zattelet",Bus
15228,"Vissoie, Pinsec-Teinda",Bus
15229,"Vercorin, Les Giettes",Bus
15230,"Salgesch, Post",Bus
15231,"Leuk, Bahnhof",Bus
15232,"Varen, Frayen",Bus
15233,"Leuk, Stadt",Bus
15234,"Leuk, Hammerschmiede",Bus
15235,"Susten b. Leuk, Schule",Bus
15236,"Agarn, Abzw. St. Josefheim",Bus
15237,Gampinen,Bus
15238,"Leuk, Pfyngut",Bus
15239,"Leuk, Pfynwald Ermitage",Bus
15240,"Agarn, Dorf",Bus
15241,"Varen, Deliry",Bus
15242,"Leuk, Abzw. Erschmatt",Bus
15243,Leukerbad,Bus
15244,"Leukerbad, Briggu",Bus
15245,"Leukerbad, Lochwald",Bus
15246,"Leukerbad, Birchen",Bus
15247,"Albinenleitern, Flaschen",Bus
15248,"Inden, Russengraben",Bus
15249,Inden,Bus
15250,Rumeling,Bus
15251,Tschingeren,Bus
15252,"Leuk, St. Barbara",Bus
15253,"Leuk, Abzw. Guttet",Bus
15254,"Leuk, Brentjong",Bus
15255,"Leuk, Lichten",Bus
15256,Thel,Bus
15257,"Leuk, Rotafen",Bus
15258,Durannen,Bus
15259,"Leuk, Kreuzmatten",Bus
15260,"Gampinen, Kreuzung Agarn",Bus
15261,Briannen,Bus
15262,"Turtmann, Soleil",Bus
15263,"Turtmann, Bini",Bus
15264,"Turtmann, Seilbahn LTUO",Bus
15265,Thel Feriendorf,Bus
15266,"Guttet, Grächmatten",Bus
15267,"Albinen, Panorama",Bus
15268,"Guttet, Amarona",Bus
15269,"Albinen, Rhodania",Bus
15270,"Albinen, Post",Bus
15271,"Albinen, Schreinerei",Bus
15272,"Albinen, Schwelli",Bus
15273,Wiler (Feschel-Guttet),Bus
15274,"Guttet, Dorf",Bus
15275,Feschel,Bus
15276,"Guttet, Abzw. Umfahrung",Bus
15277,"Bratsch, Dorf",Bus
15278,"Erschmatt, Kreuzmatten",Bus
15279,"Erschmatt, Dorf",Bus
15280,"Leuk, Kaplaneimatte",Bus
15281,"Feithieren, Ober",Bus
15282,"Feithieren, Unter",Bus
15283,"Ergisch, Dorf",Bus
15284,Tuminen,Bus
15285,"Turtmann, Bahnhof",Bus
15286,"Turtmann, Abzw. Bahnhof",Bus
15287,"Obergetwing, Rottenbrücke",Bus
15288,"Albinenleitern, Abzw. Flaschen",Bus
15289,"Albinen, Dorben",Bus
15290,"Leukerbad, Bahnhof",Bus
15291,"Leukerbad, City",Bus
15292,"Leukerbad, Therme/Rehazentrum",Bus
15293,"Leukerbad, Schulen",Bus
15294,"Leukerbad, Bristol",Bus
15295,"Leukerbad, Gemmi-Bahnen",Bus
15296,"Leukerbad, La Bohème",Bus
15297,"Leukerbad, Diana",Bus
15298,"Leukerbad, Obere Maressen",Bus
15299,"Leukerbad, Lärchenwald",Bus
15300,"Leukerbad, Torrent-Bahnen",Bus
15301,"Niedergampel,Zivilschutzanlage",Bus
15302,"Gampel, Burketen",Bus
15303,"Gampel-Steg, Bahnhof",Bus
15304,"Gampel, Talstation LGJ",Bus
15305,"Gampel, Zentrum",Bus
15306,"Gampel, Dorf",Bus
15307,"Steg VS, Zanellahaus",Bus
15308,"Gampel, Schulhaus",Bus
15309,"Steg VS, Kirche",Bus
15310,"Steg VS, Zentrum Metropol",Bus
15311,"Steg VS, Feldegg",Bus
15312,"Steg VS, Bäckerei",Bus
15313,"Niedergesteln, Weiderli",Bus
15314,"Steg VS, Hallenbad",Bus
15315,"Steg VS, Industriezone",Bus
15316,"Steg VS, Eggi",Bus
15317,"Niedergesteln, Industrie",Bus
15318,"Niedergesteln, Kiesfang",Bus
15319,Turtig,Bus
15320,"Steg VS, Sand",Bus
15321,"Niedergesteln, Wannumoos",Bus
15322,"Niedergesteln, Gesch",Bus
15323,"Raron, Kanalstrasse",Bus
15324,"Visp, Pomona West",Bus
15325,"Raron, Industrie",Bus
15326,"Raron, Bahnhof",Bus
15327,"Raron, Schulhaus",Bus
15328,"Raron, Dorf",Bus
15329,"Visp, West",Bus
15330,"Raron, Bodmereia",Bus
15331,"Visp, Sportplatz",Bus
15332,"Visp, Hohlegasse",Bus
15333,"St. Niklaus VS, Sand",Bus
15334,Rittinen,Bus
15335,"Visp, Staldbach",Bus
